So_Thu_Tu,Ten_Su_Kien,Noi_Luu_File
1657,Nhan_Win,processed_events\01657_Nhan_Win_keyboard.csv
1658,Nhan_Mui_ten_Phai,processed_events\01658_Nhan_Mui_ten_Phai_keyboard.csv
1659,Nha_Mui_ten_Phai,processed_events\01659_Nha_Mui_ten_Phai_keyboard.csv
1660,Nha_Win,processed_events\01660_Nha_Win_keyboard.csv
1661,Nha_Ctrl,processed_events\01661_Nha_Ctrl_keyboard.csv
1662,Nhan_Ctrl,processed_events\01662_Nhan_Ctrl_keyboard.csv
1663,Nhan_Mui_ten_Phai,processed_events\01663_Nhan_Mui_ten_Phai_keyboard.csv
1664,Nhan_Win,processed_events\01664_Nhan_Win_keyboard.csv
1665,Nha_Mui_ten_Phai,processed_events\01665_Nha_Mui_ten_Phai_keyboard.csv
1666,Nha_Ctrl,processed_events\01666_Nha_Ctrl_keyboard.csv
1667,Nha_Win,processed_events\01667_Nha_Win_keyboard.csv
1668,Nhan_Ctrl,processed_events\01668_Nhan_Ctrl_keyboard.csv
1669,Nhan_Mui_ten_Trai,processed_events\01669_Nhan_Mui_ten_Trai_keyboard.csv
1670,Nhan_Win,processed_events\01670_Nhan_Win_keyboard.csv
1671,Nha_Mui_ten_Trai,processed_events\01671_Nha_Mui_ten_Trai_keyboard.csv
1672,Nha_Win,processed_events\01672_Nha_Win_keyboard.csv
1673,Nha_Ctrl,processed_events\01673_Nha_Ctrl_keyboard.csv
1674,Di_chuyen_chuot,processed_events\01674_Di_chuyen_chuot_mouse.csv
1675,Nha_chuot_trai,processed_events\01675_Nha_chuot_trai_mouse.csv
1676,Nhan_chuot_trai,processed_events\01676_Nhan_chuot_trai_mouse.csv
1677,Di_chuyen_chuot,processed_events\01677_Di_chuyen_chuot_mouse.csv
1678,Nhan_chuot_trai,processed_events\01678_Nhan_chuot_trai_mouse.csv
1679,Nha_chuot_trai,processed_events\01679_Nha_chuot_trai_mouse.csv
1680,Di_chuyen_chuot,processed_events\01680_Di_chuyen_chuot_mouse.csv
1681,Nha_chuot_trai,processed_events\01681_Nha_chuot_trai_mouse.csv
1682,Nhan_chuot_trai,processed_events\01682_Nhan_chuot_trai_mouse.csv
1683,Nhan_Ctrl,processed_events\01683_Nhan_Ctrl_keyboard.csv
1684,Nhan_phim_C,processed_events\01684_Nhan_phim_C_keyboard.csv
